ACCOUNTID,RENEW,INTERCEPT,PLAYOFF,TENURE,OPENSNINETY,NOTES,TICKETSPEND,LIFETIMEMERCHSPEND,MISSEDALL,TENDUMMY,DISTANCE,PAWP,EMAILCATEGORIES,CATEGORYDUMMY,MISSEDREG,LOGINS,CLICKS90,PAWP,RAND
402405,1,1,1,5,0,0,1780,0,1,1,37,0,2,1,0,0,0,0,0.530367891
426924,1,1,1,6,1,0,2700,0,0,1,1162,1,1,0,0,0,1,1,0.530388638
265300,1,1,1,9,2,0,2700,0,0,1,44,0,2,1,0,72,8,0,0.530440754
354830,0,1,0,8,0,0,1780,0,1,1,89,0,3,1,0,0,0,0,0.530619461
114589,1,1,1,9,3,0,6760,0,0,1,56,0,4,1,0,0,3,0,0.530658676
112048,1,1,1,9,1,0,4680,0,0,1,15,0,4,1,0,0,1,0,0.530664332
560482,1,1,1,9,5,0,2340,0,0,1,75,0,4,1,0,0,6,0,0.530847852
4214668,1,1,1,5,0,0,2340,0,1,1,33,0,5,1,1,16,0,0,0.530876006
137513,1,1,1,9,2,1,1980,0,0,1,55,0,2,1,0,0,1,0,0.530894086
4210062,1,1,1,5,5,0,5400,0,0,1,49,1,3,1,0,2,6,1,0.530965344
342609,1,1,1,9,3,0,3560,0,0,1,121,1,4,1,0,1,1,1,0.531162341
424988,1,1,1,3,0,0,3560,0,0,1,57,1,1,0,0,0,1,1,0.531233513
334238,1,1,1,10,4,0,2340,0,1,1,77,0,3,1,0,0,7,0,0.531254745
447373,1,1,1,7,0,0,2600,0,0,1,2073,0,3,1,0,0,0,0,0.531265564
225854,1,1,1,9,0,0,5340,0,0,1,41,1,4,1,0,0,1,1,0.531272696
122190,1,1,1,9,5,3,3380,0,0,1,29,0,2,1,0,0,4,0,0.531345498
213556,1,1,1,9,1,0,2340,0,3,1,8,1,1,0,1,0,1,1,0.531348825
256852,1,1,1,9,2,0,1780,0,0,1,11,1,2,1,0,0,2,1,0.531454248
202743,1,1,1,9,4,0,5400,0,1,1,28,0,4,1,0,0,1,0,0.531494792
227317,1,1,1,9,1,0,1300,0,0,1,17,0,2,1,0,0,4,0,0.531504851
288620,1,1,1,9,0,0,3380,0,0,1,6,0,1,0,0,0,5,0,0.531525405
122102,0,1,1,9,0,0,2700,0,1,1,24,0,2,1,1,0,1,0,0.531596195
339705,1,1,1,8,0,0,6760,0,0,1,46,0,1,0,0,0,2,0,0.531605656
129956,1,1,1,9,0,0,1980,0,1,1,26,0,1,0,0,0,0,0,0.531724502
445723,0,1,1,6,1,0,1980,0,0,1,7,0,4,1,0,0,0,0,0.531770969
388677,1,1,1,4,2,0,3560,0,1,1,30,0,1,0,0,9,0,0,0.531875787
419257,1,1,1,5,4,1,3510,0,0,1,21,0,4,1,0,3,2,0,0.53187628
156103,1,1,1,9,15,0,4680,0,0,1,20,1,6,1,0,0,6,1,0.531885027
378546,1,1,0,7,4,0,2600,0,0,1,19,0,7,1,0,0,9,0,0.531895208
117328,1,1,1,9,0,0,1690,0,0,1,14,0,2,1,0,0,1,0,0.531954298
128834,1,1,1,9,3,0,5400,0,0,1,22,1,2,1,0,0,0,1,0.532045764
176002,1,1,1,9,1,0,2700,0,0,1,114,1,1,0,0,0,0,1,0.532093836
270646,1,1,1,9,2,0,2700,0,0,1,34,0,3,1,0,0,11,0,0.532106431
214183,1,1,1,9,0,0,2700,0,3,1,91,0,2,1,1,0,1,0,0.53218858
279468,1,1,1,9,1,0,4680,0,0,1,61,0,6,1,0,0,4,0,0.532203713
4034272,1,1,1,5,2,0,3380,0,0,1,64,0,4,1,0,0,0,0,0.53240323
130649,1,1,0,9,0,0,2700,0,0,1,41,0,3,1,0,0,2,0,0.532430061
4223248,1,1,1,5,1,0,2700,0,0,1,27,1,5,1,0,0,0,1,0.532498973
396861,1,1,0,9,1,0,3960,118.39,0,1,42,0,6,1,0,0,4,0,0.532513255
135984,1,1,1,9,6,1,8450,0,1,1,96,0,3,1,0,0,6,0,0.532560743
4209734,1,1,1,5,2,0,3380,45.99,0,1,38,0,2,1,0,0,0,0,0.532622358
232311,1,1,1,9,1,0,2700,0,2,1,20,0,1,0,2,0,0,0,0.532656107
126051,1,1,1,9,8,1,7120,0,0,1,35,1,6,1,0,0,16,1,0.532768857
184868,1,1,1,9,1,0,2700,313.49,4,1,1192,0,3,1,2,0,0,0,0.532841827
270338,1,1,1,9,1,0,3510,0,1,1,44,0,1,0,0,0,1,0,0.532971263
396234,1,1,0,9,3,0,2340,0,1,1,24,0,4,1,0,0,1,0,0.533068534
218352,1,1,1,9,0,0,5400,0,1,1,13,0,3,1,0,0,1,0,0.533078619
370725,1,1,1,9,3,0,5040,0,2,1,17,1,1,0,0,0,2,1,0.533287827
280942,1,1,1,9,4,0,6760,0,0,1,135,1,5,1,0,0,2,1,0.533293603
461400,1,1,1,3,2,0,1780,0,0,1,37,1,4,1,0,31,1,1,0.533305654
174022,1,1,1,9,1,0,2700,0,1,1,34,0,4,1,0,0,3,0,0.533396256
162912,1,1,1,9,0,0,1980,0,3,1,5,0,10,1,1,0,1,0,0.533398408
168621,1,1,1,9,4,0,2700,0,0,1,20,0,1,0,0,0,3,0,0.533506245
152902,1,1,1,9,15,0,7800,4041.5,0,1,24,0,7,1,0,0,22,0,0.533538028
152616,1,1,1,9,4,0,4050,97.49,0,1,145,0,6,1,0,0,3,0,0.533577271
6581264,1,1,1,1,6,0,3380,0,1,0,49,1,1,0,0,0,3,1,0.533600387
100861,1,1,1,9,3,0,4680,80.74,0,1,41,0,5,1,0,52,11,0,0.533613899
170117,1,1,1,9,0,0,3380,0,0,1,22,1,1,0,0,0,0,1,0.533721064
217516,1,1,1,9,1,1,5400,0,0,1,18,0,4,1,0,7,3,0,0.533740174
213303,1,1,1,9,0,1,2340,0,0,1,32,0,1,0,0,0,0,0,0.533834427
5700930,1,1,1,2,0,0,1980,0,1,0,27,0,1,0,0,0,0,0,0.533838059
168071,1,1,1,9,7,0,1350,81.49,2,1,1,0,6,1,2,0,3,0,0.53403936
179225,0,1,1,9,0,0,3380,0,6,1,37,0,14,1,5,0,0,0,0.53405314
125259,1,1,0,9,1,0,5850,0,0,1,34,0,6,1,0,0,1,0,0.534101549
2949447,1,1,1,3,1,0,5850,0,0,1,26,1,2,1,0,0,1,1,0.534122386
367876,1,1,1,9,1,0,6760,0,0,1,25,0,2,1,0,0,4,0,0.534229835
197023,1,1,1,9,1,0,2700,0,0,1,138,0,6,1,0,0,3,0,0.534351229
120991,1,1,1,9,0,0,4050,0,1,1,1,0,1,0,0,0,0,0,0.534453381
242882,1,1,1,9,4,0,1690,0,0,1,36,0,8,1,0,0,8,0,0.534453853
5157230,1,1,1,3,0,0,2340,0,4,1,96,0,1,0,2,0,0,0,0.534576459
267511,1,1,1,9,1,0,3560,0,1,1,30,1,3,1,0,0,2,1,0.534593401
288741,1,1,1,9,0,0,7800,0,4,1,40,0,2,1,2,0,1,0,0.534751838
171217,1,1,1,8,0,0,2700,0,0,1,46,0,4,1,0,0,1,0,0.534783015
205746,1,1,1,9,4,0,2340,0,2,1,22,1,3,1,1,0,4,1,0.534909355
421820,1,1,1,5,0,0,5400,0,0,1,28,1,3,1,0,0,2,1,0.535066606
256731,1,1,1,9,3,1,3380,0,0,1,21,1,6,1,0,0,6,1,0.535272885
367447,1,1,1,9,3,0,2340,0,0,1,20,1,6,1,0,0,0,1,0.535300724
170744,1,1,1,9,0,0,4680,0,0,1,35,1,2,1,0,0,2,1,0.535300809
4040089,1,1,1,5,5,0,2340,0,2,1,61,0,3,1,0,140,2,0,0.535307224
156048,1,1,1,9,3,0,5400,92.9,0,1,73,1,5,1,0,61,7,1,0.535437039
286387,1,1,1,3,0,0,7800,0,1,1,3,0,2,1,1,0,1,0,0.535560325
159788,0,1,1,9,1,0,4680,0,0,1,67,0,2,1,0,0,1,0,0.535794038
452094,1,1,1,3,0,0,2600,0,0,1,161,1,1,0,0,0,0,1,0.535827178
253420,1,1,1,9,1,0,7350,45.88,0,1,13,1,9,1,0,0,1,1,0.535833488
437814,1,1,1,5,1,0,1780,0,0,1,211,1,5,1,0,0,0,1,0.535905618
267632,1,1,1,9,2,1,2600,0,0,1,22,0,2,1,0,0,3,0,0.536201025
4226944,1,1,1,5,0,0,1980,0,1,1,11,0,2,1,0,0,0,0,0.536201119
131980,1,1,1,9,0,0,13130,0,0,1,1753,0,3,1,0,0,2,0,0.536271305
118637,1,1,1,9,1,0,3900,0,0,1,39,0,2,1,0,0,1,0,0.536342896
405782,1,1,1,6,2,0,3960,0,1,1,43,0,1,0,0,0,2,0,0.53637118
182063,1,1,0,9,0,0,3960,0,1,1,3,0,1,0,0,0,0,0,0.536385282
4220681,1,1,1,5,0,0,2700,0,1,1,28,1,4,1,0,0,1,1,0.536540138
370681,1,1,1,7,1,0,2600,0,1,1,29,1,2,1,1,0,1,1,0.536681653
112752,1,1,1,8,4,0,2700,0,2,1,86,0,3,1,0,0,9,0,0.536715283
294351,1,1,1,9,12,0,8100,170.49,0,1,18,1,10,1,0,122,8,1,0.536758398
201819,1,1,1,9,5,0,2340,38.22,1,1,38,1,4,1,0,0,7,1,0.536775542
218517,1,1,1,9,1,0,2340,0,2,1,17,1,2,1,0,0,2,1,0.536832981
411909,1,1,1,6,0,0,4680,0,0,1,922,1,3,1,0,0,0,1,0.537049245
122146,1,1,1,9,1,0,3380,0,0,1,26,1,1,0,0,0,2,1,0.537107182
274474,1,1,0,9,2,0,2600,0,0,1,99,0,2,1,0,0,1,0,0.537177503
408829,1,1,1,5,0,0,1300,0,2,1,20,0,1,0,1,0,2,0,0.537195305
358713,1,1,0,7,0,0,2600,0,0,1,37,0,1,0,0,0,0,0,0.537264278
106284,1,1,1,9,3,0,1980,13.99,0,1,35,0,3,1,0,0,3,0,0.537272483
152748,1,1,1,9,6,0,3380,29.95,0,1,158,1,4,1,0,0,9,1,0.537352843
188267,1,1,1,9,0,0,2700,0,1,1,12,0,2,1,1,0,0,0,0.537526567
294626,1,1,1,9,0,0,6760,0,0,1,58,0,1,0,0,0,0,0,0.537632107
394870,1,1,1,5,1,1,1980,0,0,1,26,0,4,1,0,0,3,0,0.537665691
370010,1,1,1,7,7,0,1980,0,0,1,27,1,4,1,0,0,4,1,0.537697101
149690,1,1,1,9,0,0,2700,0,0,1,6,0,2,1,0,0,2,0,0.537775385
251935,1,1,0,9,1,0,8100,0,0,1,8,0,3,1,0,0,1,0,0.537839488
4017871,1,1,1,5,2,0,3900,0,1,1,15,1,3,1,0,0,1,1,0.537869031
5696674,1,1,1,2,1,0,3900,0,0,0,706,1,1,0,0,0,0,1,0.537922296
428882,0,1,1,5,5,0,2700,0,0,1,119,1,3,1,0,0,4,1,0.537983904
4042333,1,1,1,5,3,0,1350,0,1,1,155,0,5,1,0,0,0,0,0.538103391
228549,1,1,1,9,0,0,2340,0,0,1,9,0,1,0,0,0,1,0,0.538157796
191743,1,1,1,9,0,0,11700,0,0,1,20,0,2,1,0,1,0,0,0.538185023
405573,1,1,1,5,8,1,3560,0,0,1,35,0,5,1,0,2,11,0,0.538236271
107956,1,1,1,9,7,0,5340,0,0,1,81,1,3,1,0,10,8,1,0.538328129
452854,1,1,1,3,0,0,4680,0,0,1,20,0,3,1,0,0,2,0,0.538340277
396124,1,1,1,5,6,0,2600,0,0,1,13,1,3,1,0,0,3,1,0.538585987
5696039,1,1,1,2,5,0,2700,0,0,0,61,1,3,1,0,0,4,1,0.538608379
156180,1,1,1,9,1,0,1350,0,1,1,24,0,1,0,0,0,1,0,0.53865812
193129,1,1,1,9,2,0,1350,0,1,1,41,0,2,1,1,52,0,0,0.538723461
396740,1,1,1,9,1,0,2340,51.94,1,1,38,0,5,1,0,0,3,0,0.538814909
4230011,1,1,1,5,3,0,1170,107.45,1,1,30,0,3,1,0,0,3,0,0.538884273
112807,0,1,1,9,0,0,6760,0,1,1,1228,1,2,1,1,0,1,1,0.538923486
5696633,1,1,1,2,0,0,5940,0,0,0,43,0,3,1,0,16,4,0,0.538948375
237217,1,1,1,9,0,0,4050,0,0,1,29,1,4,1,0,0,2,1,0.539035865
6577197,1,1,1,1,8,0,3380,0,0,0,64,1,2,1,0,0,9,1,0.53905136
236282,1,1,1,9,4,0,1780,0,0,1,10,1,5,1,0,0,6,1,0.539105865
107505,1,1,1,9,0,1,3900,0,2,1,28,1,5,1,2,0,0,1,0.539203935
4027292,1,1,1,5,0,0,5850,0,0,1,31,1,4,1,0,88,3,1,0.539229447
4569772,1,1,1,4,2,0,1170,0,0,1,20,0,2,1,0,0,3,0,0.539245289
4046524,1,1,0,5,0,0,3380,0,0,1,13,0,1,0,0,0,0,0,0.539310375
267335,1,1,1,9,0,0,2600,0,2,1,7,0,3,1,0,0,2,0,0.539321202
226426,1,1,1,9,6,0,2340,0,0,1,18,1,3,1,0,0,5,1,0.539457219
420775,1,1,1,3,7,0,3560,0,2,1,16,1,4,1,2,0,4,1,0.539559192
189752,1,1,1,9,5,0,3510,0,1,1,30,0,7,1,1,112,10,0,0.539609897
121244,1,1,1,9,0,0,5070,0,0,1,16,0,4,1,0,0,4,0,0.539635556
139746,1,1,1,9,1,0,7800,0,2,1,26,1,2,1,0,0,1,1,0.539797041
238372,1,1,1,9,0,0,2700,0,1,1,30,0,1,0,0,0,0,0,0.539807102
159315,1,1,1,9,0,0,1980,0,0,1,38,0,3,1,0,0,3,0,0.539938452
382143,1,1,0,3,5,0,1300,288.99,0,1,49,0,6,1,0,0,2,0,0.539994303
125908,1,1,1,9,5,0,7800,0,2,1,124,1,5,1,1,0,9,1,0.540015215
255928,1,1,1,9,0,0,6760,0,0,1,32,0,2,1,0,0,1,0,0.540257151
189653,1,1,1,9,4,0,2700,0,1,1,11,1,10,1,0,0,12,1,0.540350204
337780,1,1,1,1,6,0,1300,0,0,0,111,0,3,1,0,0,10,0,0.540386801
110486,1,1,1,9,4,0,3380,0,1,1,17,0,1,0,1,0,2,0,0.540394054
241276,1,1,1,9,2,0,2700,0,1,1,15,1,1,0,0,0,6,1,0.540462459
187717,1,1,1,9,8,0,5400,0,0,1,65,1,7,1,0,4,16,1,0.540551121
395827,1,1,1,9,1,0,1980,0,0,1,11,0,4,1,0,0,4,0,0.540555552
210872,1,1,1,9,0,0,2700,0,0,1,25,0,2,1,0,0,0,0,0.540592838
128009,1,1,1,9,0,0,1170,0,1,1,25,0,1,0,1,0,0,0,0.540611127
299774,1,1,1,9,2,0,11700,0,0,1,62,0,2,1,0,0,1,0,0.54062941
372430,1,1,1,5,1,0,3960,0,0,1,67,0,4,1,0,0,5,0,0.540663489
443677,1,1,1,9,0,0,2340,29.95,0,1,31,0,3,1,0,0,0,0,0.540686129
423030,1,1,0,3,2,4,1300,0,3,1,48,0,5,1,3,0,3,0,0.540722153
247139,1,1,1,9,0,0,4680,0,0,1,39,0,2,1,0,0,1,0,0.540750078
210564,1,1,1,9,0,0,2700,0,0,1,25,0,2,1,0,0,0,0,0.540783653
124511,1,1,1,9,0,0,2700,0,0,1,16,0,1,0,0,0,2,0,0.540783684
177729,1,1,1,9,1,0,3560,0,0,1,17,0,6,1,0,15,1,0,0.540815017
251242,1,1,1,9,2,0,2700,0,2,1,14,1,2,1,1,0,4,1,0.540821262
193679,1,1,1,9,8,0,2670,918.9,1,1,25,1,13,1,0,0,7,1,0.540870606
115172,1,1,1,9,2,0,1980,0,0,1,15,1,3,1,0,0,1,1,0.541020803
4247023,1,1,1,5,3,0,2700,0,0,1,31,1,7,1,0,0,7,1,0.541087447
380372,1,1,1,5,2,0,4050,0,2,1,24,1,5,1,0,0,2,1,0.541196294
6573824,1,1,1,1,2,0,2700,0,0,0,42,1,1,0,0,0,2,1,0.541319809
403208,1,1,1,5,1,1,1300,0,0,1,7,0,1,0,0,0,1,0,0.541369881
452532,1,1,1,3,2,0,2600,0,0,1,3,0,3,1,0,1,8,0,0.541371514
235347,1,1,1,9,4,0,2700,0,2,1,83,1,1,0,0,0,2,1,0.541372259
373134,1,1,1,9,1,0,3960,0,0,1,2474,1,4,1,0,0,2,1,0.541409545
187981,1,1,1,9,3,0,1350,0,2,1,35,1,6,1,0,0,6,1,0.541458225
149041,1,1,1,8,9,0,5070,0,0,1,13,0,4,1,0,0,15,0,0.541609868
5156877,1,1,1,3,5,0,1350,0,0,1,17,0,2,1,0,0,2,0,0.541642928
5696666,1,1,1,2,1,0,2340,0,0,0,10,0,1,0,0,0,11,0,0.541661829
281118,1,1,1,9,0,0,7800,0,0,1,29,0,2,1,0,0,0,0,0.541664981
4218008,1,1,1,5,1,0,6760,0,0,1,7,0,3,1,0,0,1,0,0.541722009
235149,0,1,1,9,0,1,2340,0,1,1,18,1,1,0,0,0,3,1,0.541727886
293405,1,1,1,9,7,0,7280,0,0,1,25,1,4,1,0,0,11,1,0.541755596
147105,1,1,1,9,5,0,1690,0,1,1,15,1,3,1,0,0,0,1,0.541769374
426682,1,1,1,6,3,0,1300,0,0,1,14,1,3,1,0,0,3,1,0.541769574
425351,1,1,1,6,6,0,4680,0,0,1,18,1,4,1,0,0,8,1,0.541806293
4036798,1,1,1,5,2,0,3380,0,0,1,56,0,4,1,0,0,7,0,0.541903899
267038,1,1,1,9,4,0,5400,0,0,1,19,1,4,1,0,0,9,1,0.541915765
2194704,1,1,1,9,2,1,4680,0,0,1,14,0,3,1,0,0,6,0,0.542002791
223588,1,1,1,9,0,0,3900,0,0,1,53,0,3,1,0,0,0,0,0.542088076
356810,1,1,1,9,0,0,2340,0,1,1,83,1,2,1,0,0,0,1,0.542095349
159392,1,1,1,9,3,0,2700,0,0,1,26,1,4,1,0,13,3,1,0.542317489
125204,1,1,1,9,0,0,2700,0,5,1,20,0,1,0,4,0,0,0,0.542399018
462069,1,1,0,4,0,0,2600,0,3,1,16,0,2,1,1,0,0,0,0.542490221
5147900,1,1,1,3,0,0,3900,0,1,1,71,0,1,0,0,9,1,0,0.542572976
113632,1,1,1,9,0,0,3900,87.42,3,1,30,1,2,1,1,0,2,1,0.542619983
153089,1,1,1,9,0,0,1350,0,0,1,31,0,1,0,0,0,0,0,0.542635491
232267,1,1,0,9,0,0,2340,0,0,1,37,0,2,1,0,0,0,0,0.542727397
327825,1,1,1,5,3,0,2340,0,1,1,107,1,2,1,1,0,0,1,0.542750865
442060,1,1,1,6,24,0,2700,0,0,1,24,1,7,1,0,0,7,1,0.542771503
5703561,1,1,1,2,0,0,2970,0,0,0,38,0,1,0,0,0,0,0,0.542772373
113797,1,1,1,9,0,0,3380,0,0,1,13,0,3,1,0,28,3,0,0.542809478
139438,1,1,1,9,0,0,3380,0,0,1,16,0,1,0,0,0,2,0,0.542883719
275541,1,1,1,9,0,0,3380,0,1,1,5,0,1,0,0,0,0,0,0.542902504
408609,1,1,1,5,5,0,3560,71.43,0,1,23,1,4,1,0,0,3,1,0.543003234
1807362,1,1,1,9,0,1,9750,0,2,1,20,0,1,0,0,0,2,0,0.543029051
424020,1,1,0,5,1,1,1300,0,0,1,1214,0,1,0,0,0,2,0,0.543131351
336229,1,1,1,9,2,0,3380,0,0,1,78,0,2,1,0,0,3,0,0.543167962
221322,1,1,1,9,2,0,2700,210.44,0,1,25,0,4,1,0,0,3,0,0.543237691
4043810,1,1,0,5,1,0,5400,26.99,1,1,61,0,3,1,0,7,1,0,0.543273355
4214874,1,1,1,5,0,0,2340,0,1,1,29,0,1,0,0,0,0,0,0.543296319
5147702,1,1,1,3,3,0,5400,0,1,1,30,0,2,1,0,0,2,0,0.543343554
232443,1,1,1,9,7,0,2700,0,0,1,24,0,4,1,0,20,10,0,0.543390693
253354,1,1,1,9,1,0,2600,0,1,1,30,1,2,1,0,0,3,1,0.543432227
149349,1,1,1,9,1,0,2340,0,0,1,34,1,2,1,0,0,2,1,0.543467262
239978,1,1,1,9,2,0,4680,0,1,1,25,0,3,1,0,1,2,0,0.54349849
130132,1,1,1,9,0,0,4680,0,0,1,34,1,2,1,0,0,0,1,0.543560929
281316,0,1,1,9,0,0,9620,0,0,1,3,1,1,0,0,0,0,1,0.543564823
146797,1,1,0,9,0,0,5400,0,0,1,33,0,1,0,0,0,0,0,0.543585676
237129,1,1,1,9,0,0,2700,24.95,1,1,66,0,3,1,0,0,0,0,0.543769002
114171,1,1,1,9,0,0,3900,0,3,1,25,1,4,1,1,0,0,1,0.543782583
254201,1,1,0,9,5,0,5400,0,0,1,45,0,4,1,0,0,3,0,0.543812064
261626,1,1,1,9,4,1,5850,0,0,1,32,0,2,1,0,0,4,0,0.543925774
231288,1,1,1,9,3,0,4050,385.96,0,1,10,1,7,1,0,0,7,1,0.543975043
414230,1,1,1,5,1,0,3560,0,0,1,26,0,3,1,0,2,3,0,0.543988901
206043,1,1,1,9,0,0,4680,0,0,1,32,0,1,0,0,0,0,0,0.54405412
242002,1,1,1,9,6,0,6760,0,0,1,17,0,4,1,0,0,5,0,0.544064191
107417,1,1,1,9,5,0,1980,0,1,1,24,1,4,1,0,0,8,1,0.544152151
374003,1,1,1,9,0,0,2340,0,0,1,27,1,1,0,0,0,0,1,0.544230816
200928,1,1,1,9,10,0,6760,0,0,1,10,1,5,1,0,2,13,1,0.544352698
222048,1,1,1,9,1,1,3560,0,0,1,39,0,2,1,0,0,0,0,0.54448374
393286,1,1,1,9,0,0,2700,0,1,1,26,0,3,1,0,0,0,0,0.544512815
5721225,1,1,0,2,0,0,2700,0,0,0,18,0,2,1,0,0,0,0,0.544534998
102489,1,1,1,9,1,0,8450,0,0,1,22,0,5,1,0,0,5,0,0.544538874
428057,1,1,1,5,8,0,3960,537.99,0,1,87,1,7,1,0,6,10,1,0.544685871
355842,1,1,0,6,2,0,2600,0,1,1,69,0,4,1,0,0,1,0,0.544712683
364851,1,1,1,5,0,1,1300,0,0,1,746,1,3,1,0,0,0,1,0.544741424
111663,1,1,1,9,0,0,3380,0,0,1,23,0,1,0,0,0,0,0,0.544747924
6573410,1,1,1,1,8,0,5400,0,0,0,24,1,5,1,0,0,9,1,0.544822141
5156703,1,1,1,3,4,0,8450,192.34,0,1,61,1,4,1,0,0,5,1,0.544858714
6667808,1,1,1,1,6,0,3380,0,0,0,28,1,1,0,0,2,4,1,0.544873112
164001,1,1,1,9,5,0,1350,0,0,1,8,0,3,1,0,0,1,0,0.544896377
504977,1,1,1,9,0,1,6760,0,1,1,36,0,1,0,1,0,0,0,0.544950232
300478,1,1,1,9,0,0,2340,0,0,1,14,0,2,1,0,0,1,0,0.545071354
410204,1,1,1,4,0,0,1980,0,0,1,29,0,1,0,0,0,0,0,0.545087414
4021097,1,1,1,5,2,0,3380,0,0,1,264,0,1,0,0,0,3,0,0.545105863
426517,1,1,1,5,2,0,3560,0,0,1,22,0,1,0,0,0,3,0,0.545152924
100641,1,1,1,9,0,0,7800,0,0,1,20,0,5,1,0,0,0,0,0.545181655
157291,1,1,1,9,3,0,1350,0,1,1,53,0,3,1,0,0,3,0,0.545209362
5512293,1,1,1,2,4,0,5400,0,0,0,32,0,2,1,0,0,2,0,0.545250925
150075,1,1,1,9,1,0,2340,0,0,1,24,1,2,1,0,0,0,1,0.54539024
288070,1,1,1,9,4,0,3380,0,0,1,49,0,2,1,0,0,4,0,0.545391449
185847,1,1,1,9,6,0,2340,0,0,1,23,0,6,1,0,40,3,0,0.54540692
4215087,1,1,1,5,0,0,5850,91.39,0,1,23,1,4,1,0,0,0,1,0.545441009
241848,1,1,1,9,3,0,5400,0,0,1,26,0,2,1,0,0,4,0,0.545477719
276806,1,1,1,9,1,0,2600,92.49,1,1,25,0,5,1,0,0,10,0,0.545492084
411843,1,1,0,5,4,0,1300,170.49,4,1,15,0,3,1,3,0,7,0,0.545586657
216515,1,1,1,9,1,0,5400,0,0,1,35,0,2,1,0,0,0,0,0.545591142
243091,1,1,1,9,0,0,2700,0,2,1,31,1,2,1,1,12,1,1,0.545598926
275387,1,1,1,9,1,1,1780,0,0,1,43,1,10,1,0,0,5,1,0.545616982
4220913,1,1,1,5,0,2,3960,0,0,1,2553,0,2,1,0,0,2,0,0.545648103
291205,1,1,1,9,0,0,7800,0,0,1,3,1,4,1,0,2,0,1,0.545724305
4226522,1,1,1,5,14,0,14550,0,0,1,188,1,7,1,0,0,13,1,0.545777161
254465,1,1,1,9,4,0,4680,0,0,1,19,1,4,1,0,0,4,1,0.545937219
182778,1,1,1,9,8,0,4050,112.4,0,1,54,1,4,1,0,0,12,1,0.545937839
407608,1,1,1,5,3,0,2600,0,0,1,18,0,1,0,0,0,2,0,0.545939277
136105,1,1,1,9,0,0,3380,0,0,1,30,0,1,0,0,0,0,0,0.545994457
133927,1,1,1,9,3,0,3380,0,0,1,34,1,6,1,0,0,8,1,0.546003242
385014,1,1,1,5,0,0,3380,0,0,1,24,0,2,1,0,0,0,0,0.546006294
4034058,1,1,1,5,1,0,5400,133.25,0,1,56,1,3,1,0,0,1,1,0.546035741
233015,1,1,0,9,0,0,2340,0,0,1,47,0,1,0,0,0,0,0,0.546069464
460659,1,1,1,3,5,0,1780,0,0,1,39,1,4,1,0,0,5,1,0.546093261
403406,1,1,1,5,8,0,2600,0,2,1,14,1,3,1,0,0,0,1,0.546197497
229165,1,1,1,9,0,0,1980,0,1,1,34,0,5,1,0,0,2,0,0.546233883
242013,1,1,1,9,0,0,1780,0,2,1,47,0,2,1,0,0,0,0,0.546243611
323370,1,1,1,5,0,0,1780,0,2,1,36,0,2,1,1,0,0,0,0.546251069
258469,1,1,1,9,1,0,5400,0,0,1,10,0,4,1,0,0,0,0,0.546251328
117229,1,1,1,9,2,0,3380,0,0,1,65,0,4,1,0,0,8,0,0.546267455
176981,1,1,1,9,0,0,5400,0,0,1,6,0,6,1,0,0,0,0,0.546285578
287685,1,1,1,9,1,0,1980,0,0,1,30,1,1,0,0,0,2,1,0.54634681
431709,1,1,1,6,1,0,3960,92.49,0,1,52,1,7,1,0,0,4,1,0.546361039
4042408,1,1,1,5,3,0,3900,0,0,1,41,1,1,0,0,0,8,1,0.546368313
106955,1,1,1,2,2,0,3380,0,2,0,20,1,2,1,0,0,0,1,0.546385924
275651,1,1,1,9,0,0,2600,0,0,1,134,0,2,1,0,0,1,0,0.546386476
180303,1,1,1,9,9,0,1170,0,0,1,10,1,4,1,0,52,13,1,0.546450143
393242,1,1,1,9,2,0,2700,0,0,1,75,0,3,1,0,0,1,0,0.546536507
381054,1,1,1,5,0,0,4680,0,1,1,9,0,2,1,0,13,2,0,0.546780667
273935,1,1,1,9,0,0,6760,0,1,1,30,1,4,1,0,0,1,1,0.546805021
111366,1,1,1,9,0,0,10140,0,0,1,36,0,1,0,0,0,1,0,0.5468591
267016,1,1,0,9,0,0,2340,40.99,0,1,42,0,2,1,0,0,2,0,0.546985509
4667629,1,1,1,1,1,0,3380,0,0,0,39,1,1,0,0,4,0,1,0.547076912
431225,1,1,1,6,4,0,1980,0,1,1,65,1,2,1,0,0,2,1,0.547104248
145631,1,1,1,9,0,0,3380,0,3,1,56,0,4,1,1,0,0,0,0.547315058
182602,1,1,1,9,10,0,10800,0,0,1,65,0,4,1,0,0,12,0,0.547338832
122641,1,1,1,9,0,0,3960,0,0,1,32,0,1,0,0,0,2,0,0.547368591
4041996,1,1,1,5,3,0,5070,0,0,1,82,1,2,1,0,1,2,1,0.547436969
106207,1,1,1,9,0,0,1980,0,2,1,35,1,3,1,0,0,2,1,0.547574972
228659,1,1,1,9,3,0,2340,0,0,1,20,0,3,1,0,0,2,0,0.547578217
4226704,1,1,1,5,8,0,2700,0,0,1,72,0,7,1,0,0,31,0,0.547605794
4910737,1,1,1,3,2,0,6760,0,0,1,10,0,1,0,0,0,0,0,0.547753299
139867,1,1,1,9,5,0,6760,0,0,1,3,0,3,1,0,0,8,0,0.547755128
250285,1,1,1,9,1,0,2340,0,1,1,20,0,3,1,0,0,2,0,0.547858299
